company_priority,company_code,company_name,industry,business_priority,business_id,business_name,status,split_reason,source_requirements,business_bmc_md_path,image_path,reviewer_notes,updated_at,draft_quality,same_template_group_size,same_template_businesses,research_next_step
1,8306,三菱UFJフィナンシャル・グループ,銀行業,1,8306-01-business,法人・リテール,source_review,国内個人・中堅中小企業・富裕層向けの預金、決済、融資、資産運用を一体で扱うため、法人/個人接点を事業単位で深掘りする,https://www.mufg.jp/ir/fs/2025/index.html | https://www.mufg.jp/dam/ir/fs/2025/pdf/summary2603_ja.pdf | https://www.mufg.jp/ir/presentation/2025/index.html | https://www.mufg.jp/dam/ir/presentation/2025/pdf/slides2603_ja.pdf | https://www.mufg.jp/dam/ir/fs/2025/pdf/summary2506_en.pdf,business_bmcs/8306/8306-01-business.md,images/business_bmcs/8306/8306-01-business.png,公式資料に基づく事業別初期案。未確認のKPI・主要商品別収益は追加レビュー。,2026-06-11,source_based_draft,1,法人・リテール,公式資料のセグメント別KPI、主要商品別収益、顧客別収益で記述を追加検証する
19,9983,ファーストリテイリング,小売業,3,9983-03-business,ジーユー,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.fastretailing.com/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9983/9983-03-business.md,images/business_bmcs/9983/9983-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
19,9983,ファーストリテイリング,小売業,4,9983-04-business,グローバルブランド,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.fastretailing.com/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9983/9983-04-business.md,images/business_bmcs/9983/9983-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,国内ユニクロ、海外ユニクロ、ジーユー、グローバルブランド,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
20,6098,リクルートホールディングス,サービス業,1,6098-01-hr,HRテクノロジー,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://recruit-holdings.com/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6098/6098-01-hr.md,images/business_bmcs/6098/6098-01-hr.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: HRテクノロジー、マッチング&ソリューション。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,HRテクノロジー、マッチング&ソリューション,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
20,6098,リクルートホールディングス,サービス業,2,6098-02-business,マッチング&ソリューション,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://recruit-holdings.com/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6098/6098-02-business.md,images/business_bmcs/6098/6098-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: HRテクノロジー、マッチング&ソリューション。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,HRテクノロジー、マッチング&ソリューション,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
20,6098,リクルートホールディングス,サービス業,3,6098-03-business,人材派遣,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://recruit-holdings.com/ja/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6098/6098-03-business.md,images/business_bmcs/6098/6098-03-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,人材派遣,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
21,7974,任天堂,その他製品,1,7974-01-business,ゲーム専用機,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.nintendo.co.jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7974/7974-01-business.md,images/business_bmcs/7974/7974-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: ゲーム専用機、モバイル・IP関連収入等。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,ゲーム専用機、モバイル・IP関連収入等,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
21,7974,任天堂,その他製品,2,7974-02-ip,モバイル・IP関連収入等,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.nintendo.co.jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7974/7974-02-ip.md,images/business_bmcs/7974/7974-02-ip.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: ゲーム専用機、モバイル・IP関連収入等。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,ゲーム専用機、モバイル・IP関連収入等,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
22,4502,武田薬品工業,医薬品,1,4502-01-business,医療用医薬品,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.takeda.com/jp/investors/overview/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/4502/4502-01-business.md,images/business_bmcs/4502/4502-01-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,医療用医薬品,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
23,9432,NTT,情報・通信業,1,9432-01-ict,総合ICT,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://group.ntt/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9432/9432-01-ict.md,images/business_bmcs/9432/9432-01-ict.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 総合ICT、地域通信、グローバル・ソリューション、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,総合ICT、地域通信、グローバル・ソリューション、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
23,9432,NTT,情報・通信業,2,9432-02-business,地域通信,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://group.ntt/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9432/9432-02-business.md,images/business_bmcs/9432/9432-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 総合ICT、地域通信、グローバル・ソリューション、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,総合ICT、地域通信、グローバル・ソリューション、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
23,9432,NTT,情報・通信業,3,9432-03-business,グローバル・ソリューション,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://group.ntt/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9432/9432-03-business.md,images/business_bmcs/9432/9432-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 総合ICT、地域通信、グローバル・ソリューション、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,総合ICT、地域通信、グローバル・ソリューション、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
23,9432,NTT,情報・通信業,4,9432-04-business,その他,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://group.ntt/jp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9432/9432-04-business.md,images/business_bmcs/9432/9432-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: 総合ICT、地域通信、グローバル・ソリューション、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,総合ICT、地域通信、グローバル・ソリューション、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
24,9433,KDDI,情報・通信業,1,9433-01-business,パーソナル,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.kddi.com/corporate/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9433/9433-01-business.md,images/business_bmcs/9433/9433-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: パーソナル、ビジネス。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,パーソナル、ビジネス,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
24,9433,KDDI,情報・通信業,2,9433-02-business,ビジネス,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.kddi.com/corporate/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9433/9433-02-business.md,images/business_bmcs/9433/9433-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: パーソナル、ビジネス。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,パーソナル、ビジネス,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
25,9434,ソフトバンク,情報・通信業,1,9434-01-business,コンシューマ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.softbank.jp/corp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9434/9434-01-business.md,images/business_bmcs/9434/9434-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: コンシューマ、エンタープライズ、ディストリビューション、メディア・EC。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,コンシューマ、エンタープライズ、ディストリビューション、メディア・EC,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
25,9434,ソフトバンク,情報・通信業,2,9434-02-business,エンタープライズ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.softbank.jp/corp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9434/9434-02-business.md,images/business_bmcs/9434/9434-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: コンシューマ、エンタープライズ、ディストリビューション、メディア・EC。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,コンシューマ、エンタープライズ、ディストリビューション、メディア・EC,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
25,9434,ソフトバンク,情報・通信業,3,9434-03-business,ディストリビューション,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.softbank.jp/corp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9434/9434-03-business.md,images/business_bmcs/9434/9434-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: コンシューマ、エンタープライズ、ディストリビューション、メディア・EC。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,コンシューマ、エンタープライズ、ディストリビューション、メディア・EC,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
25,9434,ソフトバンク,情報・通信業,4,9434-04-ec,メディア・EC,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.softbank.jp/corp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9434/9434-04-ec.md,images/business_bmcs/9434/9434-04-ec.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が4件あります: コンシューマ、エンタープライズ、ディストリビューション、メディア・EC。公式資料で事業別に再調査してください。,2026-06-11,template_only,4,コンシューマ、エンタープライズ、ディストリビューション、メディア・EC,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
25,9434,ソフトバンク,情報・通信業,5,9434-05-business,ファイナンス,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.softbank.jp/corp/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/9434/9434-05-business.md,images/business_bmcs/9434/9434-05-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,ファイナンス,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
26,2914,日本たばこ産業,食料品,1,2914-01-business,たばこ,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.jti.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/2914/2914-01-business.md,images/business_bmcs/2914/2914-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: たばこ、加工食品。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,たばこ、加工食品,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
26,2914,日本たばこ産業,食料品,2,2914-02-business,医薬,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.jti.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/2914/2914-02-business.md,images/business_bmcs/2914/2914-02-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,医薬,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
26,2914,日本たばこ産業,食料品,3,2914-03-business,加工食品,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.jti.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/2914/2914-03-business.md,images/business_bmcs/2914/2914-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が2件あります: たばこ、加工食品。公式資料で事業別に再調査してください。,2026-06-11,template_only,2,たばこ、加工食品,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
27,6367,ダイキン工業,機械,1,6367-01-business,空調,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.daikin.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6367/6367-01-business.md,images/business_bmcs/6367/6367-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 空調、化学、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,空調、化学、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
27,6367,ダイキン工業,機械,2,6367-02-business,化学,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.daikin.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6367/6367-02-business.md,images/business_bmcs/6367/6367-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 空調、化学、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,空調、化学、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
27,6367,ダイキン工業,機械,3,6367-03-business,その他,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.daikin.co.jp/investor/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/6367/6367-03-business.md,images/business_bmcs/6367/6367-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 空調、化学、その他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,空調、化学、その他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
28,4568,第一三共,医薬品,1,4568-01-business,医療用医薬品,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.daiichisankyo.co.jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/4568/4568-01-business.md,images/business_bmcs/4568/4568-01-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,医療用医薬品,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
29,7267,本田技研工業,輸送用機器,1,7267-01-business,二輪事業,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://global.honda/jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7267/7267-01-business.md,images/business_bmcs/7267/7267-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 二輪事業、四輪事業、パワープロダクツ及びその他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,二輪事業、四輪事業、パワープロダクツ及びその他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
29,7267,本田技研工業,輸送用機器,2,7267-02-business,四輪事業,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://global.honda/jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7267/7267-02-business.md,images/business_bmcs/7267/7267-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 二輪事業、四輪事業、パワープロダクツ及びその他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,二輪事業、四輪事業、パワープロダクツ及びその他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
29,7267,本田技研工業,輸送用機器,3,7267-03-business,金融サービス事業,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://global.honda/jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7267/7267-03-business.md,images/business_bmcs/7267/7267-03-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,金融サービス事業,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
29,7267,本田技研工業,輸送用機器,4,7267-04-business,パワープロダクツ及びその他,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://global.honda/jp/investors/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/7267/7267-04-business.md,images/business_bmcs/7267/7267-04-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 二輪事業、四輪事業、パワープロダクツ及びその他。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,二輪事業、四輪事業、パワープロダクツ及びその他,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
30,3382,セブン＆アイ・ホールディングス,小売業,1,3382-01-business,国内コンビニエンスストア,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.7andi.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/3382/3382-01-business.md,images/business_bmcs/3382/3382-01-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 国内コンビニエンスストア、海外コンビニエンスストア、スーパーストア。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,国内コンビニエンスストア、海外コンビニエンスストア、スーパーストア,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
30,3382,セブン＆アイ・ホールディングス,小売業,2,3382-02-business,海外コンビニエンスストア,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.7andi.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/3382/3382-02-business.md,images/business_bmcs/3382/3382-02-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 国内コンビニエンスストア、海外コンビニエンスストア、スーパーストア。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,国内コンビニエンスストア、海外コンビニエンスストア、スーパーストア,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
30,3382,セブン＆アイ・ホールディングス,小売業,3,3382-03-business,スーパーストア,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.7andi.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/3382/3382-03-business.md,images/business_bmcs/3382/3382-03-business.png,テンプレート初期案。同一企業内で同じ原型BMCを共有する候補が3件あります: 国内コンビニエンスストア、海外コンビニエンスストア、スーパーストア。公式資料で事業別に再調査してください。,2026-06-11,template_only,3,国内コンビニエンスストア、海外コンビニエンスストア、スーパーストア,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
30,3382,セブン＆アイ・ホールディングス,小売業,4,3382-04-business,金融関連,template_only,公式セグメントまたは主要事業を起点にした深掘り候補,https://www.7andi.com/ir/ | 有価証券報告書 | 決算説明資料 | 統合報告書または中期経営計画 | 事業別ページまたは製品/サービスページ,business_bmcs/3382/3382-04-business.md,images/business_bmcs/3382/3382-04-business.png,テンプレート初期案。公式資料で事業境界、KPI、根拠URLを確認し、事業固有の記述へ更新してください。,2026-06-11,template_only,1,金融関連,公式資料で事業境界、主要顧客、価値提案、収益源を確認し、このテンプレート初期案を事業固有のBMCへ更新する
